Timestamp,Lot_ID,Wafer_ID,Die_X,Die_Y,Equipment_ID,Path_ID,Voltage,Chamber_Temp,Pressure,Gas_Flow,Operating_Freq,Worst_Slack,Leakage_Power,Pass_Fail,Error_Code
2026-01-01 09:00:00,LOT_00,W_00,2,1,ETCHER_A,PATH_0009,0.76,65.34,14.9,99.9,1.89,0.134,14.89,1,NORMAL
2026-01-01 09:05:00,LOT_00,W_00,3,1,ETCHER_A,PATH_0026,0.98,64.59,14.94,100.01,2.52,0.151,16.08,1,NORMAL
2026-01-01 09:10:00,LOT_00,W_00,4,1,ETCHER_A,PATH_0002,1.1,66.77,15.12,101.75,2.64,0.151,17.89,1,NORMAL
2026-01-01 09:15:00,LOT_00,W_00,5,1,ETCHER_A,PATH_0020,1.05,68.03,13.74,102.03,2.48,0.142,18.32,1,NORMAL
2026-01-01 09:20:00,LOT_00,W_00,6,1,ETCHER_A,PATH_0028,1.3,66.31,14.78,100.01,3.37,0.17,18.53,1,NORMAL
2026-01-01 09:25:00,LOT_00,W_00,7,1,ETCHER_A,PATH_0047,0.84,68.22,14.82,100.53,2.24,0.098,17.59,1,NORMAL
2026-01-01 09:30:00,LOT_00,W_00,8,1,ETCHER_A,PATH_0007,1.34,64.64,15.95,98.1,3.3,0.184,18.98,1,NORMAL
2026-01-01 09:35:00,LOT_00,W_00,9,1,ETCHER_A,PATH_0044,1.22,67.37,14.68,100.45,3.07,0.141,19.23,1,NORMAL
2026-01-01 09:40:00,LOT_00,W_00,0,2,ETCHER_A,PATH_0008,1.12,65.41,15.41,101.11,2.69,0.156,18.2,1,NORMAL
2026-01-01 09:45:00,LOT_00,W_00,1,2,ETCHER_A,PATH_0047,1.18,67.43,14.7,99.24,2.9,0.16,20.51,1,NORMAL
2026-01-01 09:50:00,LOT_00,W_00,2,2,ETCHER_A,PATH_0035,0.98,64.11,14.59,100.49,2.25,0.162,17.26,1,NORMAL
2026-01-01 09:55:00,LOT_00,W_00,3,2,ETCHER_A,PATH_0014,1.03,67.87,14.4,100.39,2.55,0.12,18.2,1,NORMAL
2026-01-01 10:00:00,LOT_00,W_00,4,2,ETCHER_A,PATH_0017,0.71,64.18,14.37,99.27,1.84,0.144,14.79,1,NORMAL
2026-01-01 10:05:00,LOT_00,W_00,5,2,ETCHER_A,PATH_0036,1.25,66.7,14.96,102.25,2.99,0.147,17.83,1,NORMAL
2026-01-01 10:10:00,LOT_00,W_00,6,2,ETCHER_A,PATH_0040,0.98,79.35,15.16,94.8,2.44,0.013,21.63,1,NORMAL
2026-01-01 10:15:00,LOT_00,W_00,7,2,ETCHER_A,PATH_0004,1.16,63.92,15.11,98.36,2.91,0.166,17.57,1,NORMAL
2026-01-01 10:20:00,LOT_00,W_00,8,2,ETCHER_A,PATH_0002,1.18,59.91,15.37,102.98,3.15,0.22,15.07,1,NORMAL
2026-01-01 10:25:00,LOT_00,W_00,9,2,ETCHER_A,PATH_0006,1.33,65.75,15.22,98.94,3.07,0.175,20.69,1,NORMAL
2026-01-01 10:30:00,LOT_00,W_00,0,3,ETCHER_A,PATH_0042,0.79,64.47,14.56,101.5,2.08,0.139,15.53,1,NORMAL
2026-01-01 10:35:00,LOT_00,W_00,1,3,ETCHER_A,PATH_0004,1.1,59.85,15.11,99.62,2.84,0.221,13.42,1,NORMAL
2026-01-01 10:40:00,LOT_00,W_00,2,3,ETCHER_A,PATH_0029,0.94,64.39,15.26,101.11,2.5,0.132,16.57,1,NORMAL
2026-01-01 10:45:00,LOT_00,W_00,3,3,ETCHER_A,PATH_0018,0.74,67.99,15.67,100.79,2.01,0.084,15.56,1,NORMAL
2026-01-01 10:50:00,LOT_00,W_00,4,3,ETCHER_A,PATH_0026,1.36,62.24,14.5,100.37,3.33,0.222,17.86,1,NORMAL
2026-01-01 10:55:00,LOT_00,W_00,5,3,ETCHER_A,PATH_0044,1.23,65.86,15.43,102.05,3.23,0.164,20.39,1,NORMAL
2026-01-01 11:00:00,LOT_00,W_00,6,3,ETCHER_A,PATH_0034,1.23,67.92,16.01,98.69,3.06,0.135,19.47,1,NORMAL
2026-01-01 11:05:00,LOT_00,W_00,7,3,ETCHER_A,PATH_0010,1.14,64.25,14.78,103.04,2.88,0.168,18.11,1,NORMAL
2026-01-01 11:10:00,LOT_00,W_00,8,3,ETCHER_A,PATH_0036,1.24,63.45,14.79,101.04,2.9,0.196,17.81,1,NORMAL
2026-01-01 11:15:00,LOT_00,W_00,9,3,ETCHER_A,PATH_0014,1.3,68.82,15.14,101.3,3.11,0.13,18.59,1,NORMAL
2026-01-01 11:20:00,LOT_00,W_00,0,4,ETCHER_A,PATH_0031,0.9,63.33,14.69,99.79,2.1,0.149,,1,NORMAL
2026-01-01 11:25:00,LOT_00,W_00,1,4,ETCHER_A,PATH_0048,0.91,67.42,14.45,102.55,2.32,0.136,18.88,1,NORMAL
2026-01-01 11:30:00,LOT_00,W_00,2,4,ETCHER_A,PATH_0015,1.17,66.35,14.72,99.63,2.73,0.161,16.35,1,NORMAL
2026-01-01 11:35:00,LOT_00,W_00,3,4,ETCHER_A,PATH_0008,1.29,63.67,14.79,101.32,3.15,0.194,18.27,1,NORMAL
2026-01-01 11:40:00,LOT_00,W_00,4,4,ETCHER_A,PATH_0014,1.2,62.22,14.75,99.67,2.93,0.186,15.99,1,NORMAL
2026-01-01 11:45:00,LOT_00,W_00,5,4,ETCHER_A,PATH_0023,0.91,65.53,14.6,101.09,2.21,0.152,16.55,1,NORMAL
2026-01-01 11:50:00,LOT_00,W_00,6,4,ETCHER_A,PATH_0040,1.23,66.68,14.81,98.55,3.17,0.147,17.78,1,NORMAL
2026-01-01 11:55:00,LOT_00,W_00,7,4,ETCHER_A,PATH_0021,1.3,68.34,15.07,99.35,3.32,0.151,19.44,1,NORMAL
2026-01-01 12:00:00,LOT_00,W_00,8,4,ETCHER_A,PATH_0016,1.11,65.7,15.39,98.9,2.91,0.14,16.22,1,NORMAL
2026-01-01 12:05:00,LOT_00,W_00,9,4,ETCHER_A,PATH_0045,1.19,63.18,15.03,100.28,3.08,0.167,18.61,1,NORMAL
2026-01-01 12:10:00,LOT_00,W_00,0,5,ETCHER_A,PATH_0018,0.75,64.64,14.88,99.54,1.9,0.127,14.89,1,NORMAL
2026-01-01 12:15:00,LOT_00,W_00,1,5,ETCHER_A,PATH_0047,1.13,65.64,15.35,99.67,2.93,0.16,17.55,1,NORMAL
2026-01-01 12:20:00,LOT_00,W_00,2,5,ETCHER_A,PATH_0024,1.0,66.36,14.22,101.19,2.53,0.148,16.83,1,NORMAL
2026-01-01 12:25:00,LOT_00,W_00,3,5,ETCHER_A,PATH_0026,0.8,61.99,15.01,100.19,2.01,0.163,15.42,1,NORMAL
2026-01-01 12:30:00,LOT_00,W_00,4,5,ETCHER_A,PATH_0025,0.81,64.02,15.04,100.63,1.96,0.151,15.21,1,NORMAL
2026-01-01 12:35:00,LOT_00,W_00,5,5,ETCHER_A,PATH_0045,1.23,62.42,15.11,100.4,2.98,0.208,16.42,1,NORMAL
2026-01-01 12:40:00,LOT_00,W_00,6,5,ETCHER_A,PATH_0041,0.92,64.72,15.32,98.86,2.31,0.131,17.24,1,NORMAL
2026-01-01 12:45:00,LOT_00,W_00,7,5,ETCHER_A,PATH_0029,0.87,66.08,14.78,99.68,2.22,0.128,18.32,1,NORMAL
2026-01-01 12:50:00,LOT_00,W_00,8,5,ETCHER_A,PATH_0015,1.36,67.06,15.37,102.02,3.29,0.16,19.5,1,NORMAL
2026-01-01 12:55:00,LOT_00,W_00,9,5,ETCHER_A,PATH_0045,0.89,68.19,16.17,99.46,2.43,0.092,17.04,1,NORMAL
2026-01-01 13:00:00,LOT_00,W_00,0,6,ETCHER_A,PATH_0001,0.77,64.12,15.93,99.19,1.93,0.12,14.61,1,NORMAL
2026-01-01 13:05:00,LOT_00,W_00,1,6,ETCHER_A,PATH_0025,0.9,64.9,14.24,99.04,2.15,0.139,16.19,1,NORMAL
2026-01-01 13:10:00,LOT_00,W_00,2,6,ETCHER_A,PATH_0007,1.16,64.02,15.47,102.02,2.89,0.171,17.02,1,NORMAL
2026-01-01 13:15:00,LOT_00,W_00,3,6,ETCHER_A,PATH_0009,0.89,59.31,15.15,100.03,2.07,0.197,14.04,1,NORMAL
2026-01-01 13:20:00,LOT_00,W_00,4,6,ETCHER_A,PATH_0024,0.93,67.5,15.5,100.34,2.43,0.109,16.91,1,NORMAL
2026-01-01 13:25:00,LOT_00,W_00,5,6,ETCHER_A,PATH_0001,1.13,64.52,14.84,101.93,2.74,0.166,18.96,1,NORMAL
2026-01-01 13:30:00,LOT_00,W_00,6,6,ETCHER_A,PATH_0044,0.84,64.64,14.12,97.95,2.03,0.115,15.95,1,NORMAL
2026-01-01 13:35:00,LOT_00,W_00,7,6,ETCHER_A,PATH_0008,1.26,64.09,14.13,100.51,3.34,0.2,18.87,1,NORMAL
2026-01-01 13:40:00,LOT_00,W_00,8,6,ETCHER_A,PATH_0024,1.28,64.08,14.98,98.57,3.2,0.19,17.92,1,NORMAL
2026-01-01 13:45:00,LOT_00,W_00,9,6,ETCHER_A,PATH_0011,0.71,63.05,14.81,98.55,1.63,0.148,15.19,1,NORMAL
2026-01-01 13:50:00,LOT_00,W_00,0,7,ETCHER_A,PATH_0017,0.95,63.62,15.41,101.57,2.28,0.157,16.1,1,NORMAL
2026-01-01 13:55:00,LOT_00,W_00,1,7,ETCHER_A,PATH_0008,1.06,69.86,14.72,101.95,2.69,0.106,18.08,1,NORMAL
2026-01-01 14:00:00,LOT_00,W_00,2,7,ETCHER_A,PATH_0035,0.9,62.74,14.28,98.71,2.33,0.153,16.79,1,NORMAL
2026-01-01 14:05:00,LOT_00,W_00,3,7,ETCHER_A,PATH_0035,1.09,66.61,15.97,101.37,2.7,0.131,17.43,1,NORMAL
2026-01-01 14:10:00,LOT_00,W_00,4,7,ETCHER_A,PATH_0033,0.99,65.2,14.58,101.3,2.59,0.148,16.93,1,NORMAL
2026-01-01 14:15:00,LOT_00,W_00,5,7,ETCHER_A,PATH_0005,1.38,61.45,14.69,101.39,3.53,0.213,16.2,1,NORMAL
2026-01-01 14:20:00,LOT_00,W_00,6,7,ETCHER_A,PATH_0042,1.08,66.72,14.78,100.51,2.74,0.163,18.57,1,NORMAL
2026-01-01 14:25:00,LOT_00,W_00,7,7,ETCHER_A,PATH_0039,0.82,64.89,14.48,99.3,2.05,0.128,17.29,1,NORMAL
2026-01-01 14:30:00,LOT_00,W_00,8,7,ETCHER_A,PATH_0041,1.17,64.27,16.06,102.25,2.82,0.169,19.76,1,NORMAL
2026-01-01 14:35:00,LOT_00,W_00,9,7,ETCHER_A,PATH_0028,0.88,73.99,15.28,93.94,2.44,0.014,19.12,1,NORMAL
2026-01-01 14:40:00,LOT_00,W_00,0,8,ETCHER_A,PATH_0007,1.06,67.35,15.23,100.96,2.78,0.128,18.09,1,NORMAL
2026-01-01 14:45:00,LOT_00,W_00,1,8,ETCHER_A,PATH_0009,1.36,62.99,14.99,99.48,3.36,0.194,19.16,1,NORMAL
2026-01-01 14:50:00,LOT_00,W_00,2,8,ETCHER_A,PATH_0008,1.19,66.52,14.82,98.11,2.95,0.142,18.93,1,NORMAL
2026-01-01 14:55:00,LOT_00,W_00,3,8,ETCHER_A,PATH_0012,1.24,67.39,14.97,100.72,3.23,0.16,20.37,1,NORMAL
2026-01-01 15:00:00,LOT_00,W_00,4,8,ETCHER_A,PATH_0034,1.11,67.33,15.63,100.76,2.74,0.114,19.22,1,NORMAL
2026-01-01 15:05:00,LOT_00,W_00,5,8,ETCHER_A,PATH_0033,1.4,65.53,15.44,99.51,3.56,0.191,17.6,1,NORMAL
2026-01-01 15:10:00,LOT_00,W_00,6,8,ETCHER_A,PATH_0048,0.76,67.61,15.42,102.76,1.81,0.103,16.61,1,NORMAL
2026-01-01 15:15:00,LOT_00,W_00,7,8,ETCHER_A,PATH_0023,1.29,63.87,15.32,99.89,3.24,0.156,17.9,1,NORMAL
2026-01-01 15:20:00,LOT_00,W_00,8,8,ETCHER_A,PATH_0024,1.32,65.58,14.49,101.18,3.2,0.181,17.7,1,NORMAL
2026-01-01 15:25:00,LOT_00,W_00,9,8,ETCHER_A,PATH_0037,1.39,67.66,15.78,100.34,3.37,0.145,19.49,1,NORMAL
2026-01-01 15:30:00,LOT_00,W_00,0,9,ETCHER_A,PATH_0035,1.03,63.41,14.02,99.72,2.54,0.154,16.41,1,NORMAL
2026-01-01 15:35:00,LOT_00,W_00,1,9,ETCHER_A,PATH_0044,1.17,68.32,15.67,101.18,2.84,0.12,19.35,1,NORMAL
2026-01-01 15:40:00,LOT_00,W_00,2,9,ETCHER_A,PATH_0040,1.24,64.35,15.34,101.99,3.2,0.159,17.85,1,NORMAL
2026-01-01 15:45:00,LOT_00,W_00,3,9,ETCHER_A,PATH_0022,0.9,63.52,15.62,98.92,2.51,0.142,14.84,1,NORMAL
2026-01-01 15:50:00,LOT_00,W_00,4,9,ETCHER_A,PATH_0027,0.75,67.04,14.99,100.7,1.91,0.103,16.47,1,NORMAL
2026-01-01 15:55:00,LOT_00,W_00,5,9,ETCHER_A,PATH_0035,1.16,61.49,15.79,100.27,2.73,0.198,15.28,1,NORMAL
2026-01-01 16:00:00,LOT_00,W_00,6,9,ETCHER_A,PATH_0001,1.21,63.6,15.02,101.74,3.1,0.194,16.99,1,NORMAL
2026-01-01 16:05:00,LOT_00,W_00,7,9,ETCHER_A,PATH_0035,0.96,66.25,14.4,100.28,2.51,0.139,18.73,1,NORMAL
2026-01-01 16:10:00,LOT_00,W_00,8,9,ETCHER_A,PATH_0037,0.75,61.35,14.93,101.42,2.02,0.162,13.33,1,NORMAL
2026-01-01 16:15:00,LOT_00,W_00,9,9,ETCHER_A,PATH_0047,0.98,65.62,14.59,99.95,2.67,0.132,14.86,1,NORMAL
2026-01-01 16:20:00,LOT_00,W_01,0,0,ETCHER_B,PATH_0014,0.88,62.8,14.74,101.85,2.16,0.162,14.54,1,NORMAL
2026-01-01 16:25:00,LOT_00,W_01,1,0,ETCHER_B,PATH_0003,0.73,63.8,15.24,103.45,1.72,0.143,16.65,1,NORMAL
2026-01-01 16:30:00,LOT_00,W_01,2,0,ETCHER_B,PATH_0001,0.91,62.33,14.84,98.49,2.22,0.172,17.46,1,NORMAL
2026-01-01 16:35:00,LOT_00,W_01,3,0,ETCHER_B,PATH_0005,0.96,61.05,15.53,101.23,2.42,0.206,15.71,1,NORMAL
2026-01-01 16:40:00,LOT_00,W_01,4,0,ETCHER_B,PATH_0026,0.92,64.1,14.28,89.91,2.3,0.145,14.85,1,NORMAL
2026-01-01 16:45:00,LOT_00,W_01,5,0,ETCHER_B,PATH_0014,1.12,67.8,14.51,94.7,2.64,0.151,,1,NORMAL
2026-01-01 16:50:00,LOT_00,W_01,6,0,ETCHER_B,PATH_0039,1.31,67.02,14.23,97.34,3.39,0.174,17.43,1,NORMAL
2026-01-01 16:55:00,LOT_00,W_01,7,0,ETCHER_B,PATH_0027,1.23,64.24,14.91,100.13,2.93,0.167,17.56,1,NORMAL
2026-01-01 17:00:00,LOT_00,W_01,8,0,ETCHER_B,PATH_0009,0.85,62.87,14.62,95.7,2.13,0.166,15.35,1,NORMAL
2026-01-01 17:05:00,LOT_00,W_01,9,0,ETCHER_B,PATH_0015,0.82,64.22,15.28,99.61,2.0,0.137,15.53,1,NORMAL
2026-01-01 17:10:00,LOT_00,W_01,0,1,ETCHER_B,PATH_0015,1.25,63.8,15.22,99.69,3.17,0.181,18.57,1,NORMAL
2026-01-01 17:15:00,LOT_00,W_01,1,1,ETCHER_B,PATH_0026,0.87,56.74,15.22,103.49,2.11,0.233,11.38,1,NORMAL
2026-01-01 17:20:00,LOT_00,W_01,2,1,ETCHER_B,PATH_0042,0.71,64.07,14.94,102.65,1.62,0.126,15.2,1,NORMAL
2026-01-01 17:25:00,LOT_00,W_01,3,1,ETCHER_B,PATH_0013,0.78,66.25,14.68,99.82,1.87,0.131,13.75,1,NORMAL
2026-01-01 17:30:00,LOT_00,W_01,4,1,ETCHER_B,PATH_0032,1.36,69.1,13.97,91.11,3.19,0.161,21.21,1,NORMAL
2026-01-01 17:35:00,LOT_00,W_01,5,1,ETCHER_B,PATH_0039,1.17,69.88,14.87,104.38,2.88,0.112,20.95,1,NORMAL
2026-01-01 17:40:00,LOT_00,W_01,6,1,ETCHER_B,PATH_0049,1.39,72.59,14.82,94.74,3.49,0.115,22.52,1,NORMAL
2026-01-01 17:45:00,LOT_00,W_01,7,1,ETCHER_B,PATH_0032,1.11,65.37,14.37,94.66,2.83,0.153,17.38,1,NORMAL
2026-01-01 17:50:00,LOT_00,W_01,8,1,ETCHER_B,PATH_0004,1.29,64.18,15.73,107.0,3.35,0.172,19.32,1,NORMAL
2026-01-01 17:55:00,LOT_00,W_01,9,1,ETCHER_B,PATH_0030,0.71,74.7,15.34,98.87,1.92,0.017,19.97,1,NORMAL
2026-01-01 18:00:00,LOT_00,W_01,0,2,ETCHER_B,PATH_0037,0.75,69.23,15.2,95.15,1.64,0.089,17.74,1,NORMAL
2026-01-01 18:05:00,LOT_00,W_01,1,2,ETCHER_B,PATH_0023,0.74,73.36,15.57,97.5,2.05,0.044,,1,NORMAL
2026-01-01 18:10:00,LOT_00,W_01,2,2,ETCHER_B,PATH_0039,0.99,67.52,14.48,107.91,2.45,0.116,16.58,1,NORMAL
2026-01-01 18:15:00,LOT_00,W_01,3,2,ETCHER_B,PATH_0045,0.94,69.17,15.33,105.04,2.38,0.089,19.14,1,NORMAL
2026-01-01 18:20:00,LOT_00,W_01,4,2,ETCHER_B,PATH_0015,1.03,63.03,14.73,94.73,2.65,0.173,16.41,1,NORMAL
2026-01-01 18:25:00,LOT_00,W_01,5,2,ETCHER_B,PATH_0043,1.06,70.24,14.35,95.65,2.61,0.096,19.22,1,NORMAL
2026-01-01 18:30:00,LOT_00,W_01,6,2,ETCHER_B,PATH_0029,0.83,67.86,15.08,98.44,2.03,0.086,16.47,1,NORMAL
2026-01-01 18:35:00,LOT_00,W_01,7,2,ETCHER_B,PATH_0036,0.77,64.7,14.86,101.35,1.87,0.121,15.95,1,NORMAL
2026-01-01 18:40:00,LOT_00,W_01,8,2,ETCHER_B,PATH_0013,1.15,61.95,14.82,106.64,2.82,0.178,16.49,1,NORMAL
2026-01-01 18:45:00,LOT_00,W_01,9,2,ETCHER_B,PATH_0032,1.27,66.43,15.51,94.85,3.02,0.168,17.37,1,NORMAL
2026-01-01 18:50:00,LOT_00,W_01,0,3,ETCHER_B,PATH_0007,1.25,62.21,14.81,93.89,3.09,0.184,16.03,1,NORMAL
2026-01-01 18:55:00,LOT_00,W_01,1,3,ETCHER_B,PATH_0022,1.24,71.93,15.28,108.14,3.02,0.12,21.59,1,NORMAL
2026-01-01 19:00:00,LOT_00,W_01,2,3,ETCHER_B,PATH_0028,0.91,59.17,14.79,107.14,2.34,0.188,13.33,1,NORMAL
2026-01-01 19:05:00,LOT_00,W_01,3,3,ETCHER_B,PATH_0002,1.32,72.62,15.53,102.19,3.36,0.11,20.81,1,NORMAL
2026-01-01 19:10:00,LOT_00,W_01,4,3,ETCHER_B,PATH_0042,0.8,66.93,14.8,95.12,1.97,0.101,14.94,1,NORMAL
2026-01-01 19:15:00,LOT_00,W_01,5,3,ETCHER_B,PATH_0045,1.26,73.59,15.09,100.41,3.22,0.083,21.55,1,NORMAL
2026-01-01 19:20:00,LOT_00,W_01,6,3,ETCHER_B,PATH_0006,0.93,69.01,14.91,98.32,2.31,0.108,18.18,1,NORMAL
2026-01-01 19:25:00,LOT_00,W_01,7,3,ETCHER_B,PATH_0028,0.84,71.1,14.5,103.78,2.07,0.062,19.7,1,NORMAL
2026-01-01 19:30:00,LOT_00,W_01,8,3,ETCHER_B,PATH_0028,1.26,68.84,15.23,99.95,3.19,0.129,20.94,1,NORMAL
2026-01-01 19:35:00,LOT_00,W_01,9,3,ETCHER_B,PATH_0044,1.25,67.17,14.9,95.17,3.13,0.159,18.86,1,NORMAL
2026-01-01 19:40:00,LOT_00,W_01,0,4,ETCHER_B,PATH_0044,1.31,64.12,15.39,112.24,3.28,0.197,17.5,1,NORMAL
2026-01-01 19:45:00,LOT_00,W_01,1,4,ETCHER_B,PATH_0020,0.86,63.85,15.08,104.13,2.11,0.137,15.05,1,NORMAL
2026-01-01 19:50:00,LOT_00,W_01,2,4,ETCHER_B,PATH_0030,0.86,65.51,15.12,99.07,2.11,0.124,17.48,1,NORMAL
2026-01-01 19:55:00,LOT_00,W_01,3,4,ETCHER_B,PATH_0011,1.15,62.53,15.63,100.6,3.02,0.182,17.54,1,NORMAL
2026-01-01 20:00:00,LOT_00,W_01,4,4,ETCHER_B,PATH_0028,1.1,67.73,14.39,104.6,2.93,0.117,18.39,1,NORMAL
2026-01-01 20:05:00,LOT_00,W_01,5,4,ETCHER_B,PATH_0025,0.8,62.52,15.23,87.72,2.02,0.149,14.22,1,ERR-G202
2026-01-01 20:10:00,LOT_00,W_01,6,4,ETCHER_B,PATH_0039,0.94,59.37,14.74,104.2,2.34,0.207,14.09,1,NORMAL
2026-01-01 20:15:00,LOT_00,W_01,7,4,ETCHER_B,PATH_0033,1.4,69.44,15.03,106.96,3.53,0.146,20.67,1,NORMAL
2026-01-01 20:20:00,LOT_00,W_01,8,4,ETCHER_B,PATH_0001,0.72,60.44,14.93,100.24,1.68,0.158,13.57,1,NORMAL
2026-01-01 20:25:00,LOT_00,W_01,9,4,ETCHER_B,PATH_0027,1.31,64.99,13.69,96.51,3.13,0.209,16.26,1,NORMAL
2026-01-01 20:30:00,LOT_00,W_01,0,5,ETCHER_B,PATH_0013,0.89,70.57,14.58,97.96,2.27,0.094,19.91,1,NORMAL
2026-01-01 20:35:00,LOT_00,W_01,1,5,ETCHER_B,PATH_0041,1.04,69.04,15.56,97.36,2.39,0.139,19.49,1,NORMAL
2026-01-01 20:40:00,LOT_00,W_01,2,5,ETCHER_B,PATH_0003,1.31,68.92,15.41,96.89,3.37,0.148,19.21,1,NORMAL
2026-01-01 20:45:00,LOT_00,W_01,3,5,ETCHER_B,PATH_0039,1.22,61.47,14.96,105.23,3.05,0.215,15.72,1,NORMAL
2026-01-01 20:50:00,LOT_00,W_01,4,5,ETCHER_B,PATH_0006,1.23,66.75,14.87,100.54,3.03,0.141,19.61,1,NORMAL
2026-01-01 20:55:00,LOT_00,W_01,5,5,ETCHER_B,PATH_0008,1.27,65.25,15.43,95.59,3.29,0.177,18.76,1,NORMAL
2026-01-01 21:00:00,LOT_00,W_01,6,5,ETCHER_B,PATH_0027,1.27,65.24,14.73,99.86,3.17,0.157,19.07,1,NORMAL
2026-01-01 21:05:00,LOT_00,W_01,7,5,ETCHER_B,PATH_0009,1.3,69.27,14.88,96.14,3.35,0.121,20.48,1,NORMAL
2026-01-01 21:10:00,LOT_00,W_01,8,5,ETCHER_B,PATH_0037,1.0,63.97,14.33,103.96,2.52,0.144,15.69,1,NORMAL
2026-01-01 21:15:00,LOT_00,W_01,9,5,ETCHER_B,PATH_0033,1.2,66.69,14.77,108.14,3.09,0.158,19.57,1,NORMAL
2026-01-01 21:20:00,LOT_00,W_01,0,6,ETCHER_B,PATH_0042,0.71,66.57,14.52,101.9,1.67,0.095,16.11,1,NORMAL
2026-01-01 21:25:00,LOT_00,W_01,1,6,ETCHER_B,PATH_0044,0.85,63.1,14.6,101.78,1.84,0.156,15.14,1,NORMAL
2026-01-01 21:30:00,LOT_00,W_01,2,6,ETCHER_B,PATH_0024,1.11,66.0,14.83,112.12,2.94,0.158,17.04,1,NORMAL
2026-01-01 21:35:00,LOT_00,W_01,3,6,ETCHER_B,PATH_0015,1.16,70.67,14.49,98.67,3.09,0.103,19.85,1,NORMAL
2026-01-01 21:40:00,LOT_00,W_01,4,6,ETCHER_B,PATH_0032,1.38,63.12,14.66,102.99,3.36,0.219,19.04,1,NORMAL
2026-01-01 21:45:00,LOT_00,W_01,5,6,ETCHER_B,PATH_0032,1.13,65.79,15.02,109.09,2.96,0.132,15.66,1,NORMAL
2026-01-01 21:50:00,LOT_00,W_01,6,6,ETCHER_B,PATH_0024,1.07,68.16,14.61,106.17,2.89,0.133,19.34,1,NORMAL
2026-01-01 21:55:00,LOT_00,W_01,7,6,ETCHER_B,PATH_0041,1.17,67.55,15.12,100.76,3.05,0.148,19.06,1,NORMAL
2026-01-01 22:00:00,LOT_00,W_01,8,6,ETCHER_B,PATH_0049,1.0,67.82,14.21,104.29,2.53,0.128,18.19,1,NORMAL
2026-01-01 22:05:00,LOT_00,W_01,9,6,ETCHER_B,PATH_0049,1.23,68.56,15.38,100.2,3.33,0.142,18.69,1,NORMAL
2026-01-01 22:10:00,LOT_00,W_01,0,7,ETCHER_B,PATH_0012,0.99,56.87,15.17,88.17,2.24,0.216,13.31,1,NORMAL
2026-01-01 22:15:00,LOT_00,W_01,1,7,ETCHER_B,PATH_0039,0.95,66.21,15.23,95.96,2.45,0.134,15.82,1,NORMAL
2026-01-01 22:20:00,LOT_00,W_01,2,7,ETCHER_B,PATH_0002,0.87,59.53,14.84,100.92,2.29,0.203,13.63,1,NORMAL
2026-01-01 22:25:00,LOT_00,W_01,3,7,ETCHER_B,PATH_0003,0.87,66.39,15.82,94.87,2.23,0.114,,1,NORMAL
2026-01-01 22:30:00,LOT_00,W_01,4,7,ETCHER_B,PATH_0049,1.32,61.99,14.35,105.0,3.35,0.216,20.09,1,NORMAL
2026-01-01 22:35:00,LOT_00,W_01,5,7,ETCHER_B,PATH_0037,0.85,63.21,15.0,100.2,1.93,0.152,17.5,1,NORMAL
